[desktop] [backend] INFO:     Started server process [12644]
INFO:     Waiting for application startup.
[desktop] [backend] 2026-04-15 18:42:43.352 | INFO     | src.api.main:lifespan:68 - \U0001f680 CRMIT API starting up...
2026-04-15 18:42:43.352 | INFO     | src.api.main:lifespan:69 -    Environment: development
2026-04-15 18:42:43.352 | INFO     | src.api.main:lifespan:70 -    Upload directory: D:\CRM IT Project\Biovaram_Ev_Analysis_ReactUI\data\uploads
2026-04-15 18:42:43.352 | INFO     | src.api.main:lifespan:71 -    Parquet directory: D:\CRM IT Project\Biovaram_Ev_Analysis_ReactUI\data\parquet
2026-04-15 18:42:43.352 | INFO     | src.database.connection:get_engine:59 - \U0001f50c Creating database engine...
2026-04-15 18:42:43.352 | INFO     | src.database.connection:get_engine:60 -    Database URL: sqlite+aiosqlite:///D:\CRM IT Project\Biovaram_Ev_Analysis_ReactUI\data\crmit.db
2026-04-15 18:42:43.352 | INFO     | src.database.connection:get_engine:64 -    Pool: NullPool (async engine)
[desktop] [backend] 2026-04-15 18:42:43.370 | SUCCESS  | src.database.connection:get_engine:73 - \u2705 Database engine created
2026-04-15 18:42:43.370 | INFO     | src.database.connection:init_database:184 - \U0001f4ca Initializing database schema...
[desktop] [backend] 2026-04-15 18:42:43.376 | SUCCESS  | src.database.connection:init_database:190 - \u2705 Database schema initialized
2026-04-15 18:42:43.376 | INFO     | src.api.main:lifespan:76 -    Database: Connection pool initialized
2026-04-15 18:42:43.376 | INFO     | src.database.connection:get_session_factory:103 - \u2705 Session factory created
[desktop] [backend] 2026-04-15 18:42:43.397 | INFO     | src.api.main:_ensure_default_user:138 -    Default desktop user exists: lab@biovaram.local
[desktop] [backend] 2026-04-15 18:42:43.397 | SUCCESS  | src.api.main:lifespan:84 - \u2705 CRMIT API ready
INFO:     Application startup complete.
[desktop] [backend] INFO:     Uvicorn running on http://127.0.0.1:18124 (Press CTRL+C to quit)
[desktop] [backend] 2026-04-15 18:42:43.443 | INFO     | src.api.main:log_requests:191 - \u2b07\ufe0f  GET /health
[desktop] [backend] 2026-04-15 18:42:43.445 | INFO     | src.api.main:log_requests:198 - \u2b06\ufe0f  GET /health \u2192 200 (1.2ms)
[desktop] [backend] 2026-04-15 18:42:43.695 | INFO     | src.api.main:log_requests:191 - \u2b07\ufe0f  GET /
[desktop] [backend] 2026-04-15 18:42:43.699 | INFO     | src.api.main:log_requests:198 - \u2b06\ufe0f  GET / \u2192 200 (4.1ms)
[desktop] [backend] 2026-04-15 18:42:43.738 | INFO     | src.api.main:log_requests:191 - \u2b07\ufe0f  GET /_next/static/media/83afe278b6a6bb3c-s.p.3a6ba036.woff2
[desktop] [backend] 2026-04-15 18:42:43.738 | INFO     | src.api.main:log_requests:191 - \u2b07\ufe0f  GET /_next/static/chunks/3ba7f8fd0ad6fc7b.css
[desktop] [backend] 2026-04-15 18:42:43.739 | INFO     | src.api.main:log_requests:191 - \u2b07\ufe0f  GET /_next/static/chunks/ce1e86e4b5df7d53.css
[desktop] [backend] 2026-04-15 18:42:43.772 | INFO     | src.api.main:log_requests:198 - \u2b06\ufe0f  GET /_next/static/media/83afe278b6a6bb3c-s.p.3a6ba036.woff2 \u2192 200 (34.8ms)
[desktop] [backend] 2026-04-15 18:42:43.773 | INFO     | src.api.main:log_requests:198 - \u2b06\ufe0f  GET /_next/static/chunks/ce1e86e4b5df7d53.css \u2192 200 (34.1ms)
2026-04-15 18:42:43.773 | INFO     | src.api.main:log_requests:198 - \u2b06\ufe0f  GET /_next/static/chunks/3ba7f8fd0ad6fc7b.css \u2192 200 (34.7ms)
[desktop] [backend] 2026-04-15 18:42:43.781 | INFO     | src.api.main:log_requests:191 - \u2b07\ufe0f  GET /_next/static/chunks/b96b2f122b869ff7.js
2026-04-15 18:42:43.781 | INFO     | src.api.main:log_requests:191 - \u2b07\ufe0f  GET /_next/static/chunks/b04b8de793da60fd.js
[desktop] [backend] 2026-04-15 18:42:43.783 | INFO     | src.api.main:log_requests:191 - \u2b07\ufe0f  GET /_next/static/chunks/e8e8eec3a49b827b.js
[desktop] [backend] 2026-04-15 18:42:43.784 | INFO     | src.api.main:log_requests:191 - \u2b07\ufe0f  GET /_next/static/chunks/turbopack-18086d150842ef4a.js
[desktop] [backend] 2026-04-15 18:42:43.785 | INFO     | src.api.main:log_requests:191 - \u2b07\ufe0f  GET /_next/static/chunks/13e374ba8c2030a2.js
[desktop] [backend] 2026-04-15 18:42:43.785 | INFO     | src.api.main:log_requests:191 - \u2b07\ufe0f  GET /_next/static/chunks/ff1a16fafef87110.js
[desktop] [backend] 2026-04-15 18:42:43.792 | INFO     | src.api.main:log_requests:198 - \u2b06\ufe0f  GET /_next/static/chunks/e8e8eec3a49b827b.js \u2192 200 (9.4ms)
[desktop] [backend] 2026-04-15 18:42:43.794 | INFO     | src.api.main:log_requests:198 - \u2b06\ufe0f  GET /_next/static/chunks/b96b2f122b869ff7.js \u2192 200 (14.0ms)
[desktop] [backend] 2026-04-15 18:42:43.795 | INFO     | src.api.main:log_requests:198 - \u2b06\ufe0f  GET /_next/static/chunks/b04b8de793da60fd.js \u2192 200 (14.2ms)
[desktop] [backend] 2026-04-15 18:42:43.795 | INFO     | src.api.main:log_requests:198 - \u2b06\ufe0f  GET /_next/static/chunks/13e374ba8c2030a2.js \u2192 200 (10.4ms)
2026-04-15 18:42:43.796 | INFO     | src.api.main:log_requests:198 - \u2b06\ufe0f  GET /_next/static/chunks/turbopack-18086d150842ef4a.js \u2192 200 (11.9ms)
2026-04-15 18:42:43.804 | INFO     | src.api.main:log_requests:191 - \u2b07\ufe0f  GET /_next/static/chunks/64c0a5e3a0354479.js
2026-04-15 18:42:43.804 | INFO     | src.api.main:log_requests:191 - \u2b07\ufe0f  GET /_next/static/chunks/ea7ee778772c4393.js
2026-04-15 18:42:43.805 | INFO     | src.api.main:log_requests:191 - \u2b07\ufe0f  GET /_next/static/chunks/a1ecee6bd388a54a.js
2026-04-15 18:42:43.810 | INFO     | src.api.main:log_requests:198 - \u2b06\ufe0f  GET /_next/static/chunks/ff1a16fafef87110.js \u2192 200 (24.9ms)
2026-04-15 18:42:43.812 | INFO     | src.api.main:log_requests:191 - \u2b07\ufe0f  GET /_next/static/chunks/5ba7b9bb458c2ecd.js
2026-04-15 18:42:43.817 | INFO     | src.api.main:log_requests:191 - \u2b07\ufe0f  GET /_next/static/chunks/c38e9cc89bb963e5.js
[desktop] [backend] 2026-04-15 18:42:43.847 | INFO     | src.api.main:log_requests:198 - \u2b06\ufe0f  GET /_next/static/chunks/a1ecee6bd388a54a.js \u2192 200 (41.9ms)
[desktop] [backend] 2026-04-15 18:42:43.849 | INFO     | src.api.main:log_requests:198 - \u2b06\ufe0f  GET /_next/static/chunks/64c0a5e3a0354479.js \u2192 200 (44.7ms)
2026-04-15 18:42:43.850 | INFO     | src.api.main:log_requests:191 - \u2b07\ufe0f  GET /_next/static/chunks/3458b7012f4848b1.js
2026-04-15 18:42:43.851 | INFO     | src.api.main:log_requests:198 - \u2b06\ufe0f  GET /_next/static/chunks/ea7ee778772c4393.js \u2192 200 (46.2ms)
[desktop] [backend] 2026-04-15 18:42:43.856 | INFO     | src.api.main:log_requests:191 - \u2b07\ufe0f  GET /_next/static/chunks/c7e1346614847c77.js
